name,address,lat,lng,Upso,SalesAmt,FlowPop,EmpEop,AbodePop,EmpAvgCo
포천호국로DT,경기도 포천시 소흘읍 호국로 246,37.79653392,127.1272415,2개,"1,097만원","43,075명","2,074명",371명,316만원
양주고읍DT,경기도 양주시 고덕로351 (고읍동),37.8035448,127.0793919,8개,"1,602만원","58,682명","2,868명","7,915명",324만원
강남세곡DT,서울특별시 강남구 헌릉로 727 (세곡동),37.4669938,127.1183308,1개,"1,510만원","19,093명","2,280명",51명,363만원
포천내촌DT,경기도 포천시 내촌면 금강로 2064 (내촌면),37.76324077,127.2252362,3개,774만원,"8,971명","2,069명",204명,322만원
남양주화도DT,경기도 남양주시 화도읍 수레로 1137 1~2층,37.6389955,127.3033633,0,0,0,0,0,0
낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동),37.47624316,126.9651172,70개,"1,297만원","85,237명","17,479명","44,990명",313만원
남양주묵현DT,경기도 남양주시 화도읍 비룡로 122,37.6631,127.30263,25개,"1,133만원","42,265명","4,993명","21,081명",321만원
원당DT,경기도 고양시 덕양구 호국로 811 (주교동),37.658155,126.837639,55개,"1,279만원","120,201명","18,207명","34,562명",319만원
화곡DT,서울특별시 강서구 등촌로 57 (화곡동),37.53501075,126.863188,89개,958만원,"120,508명","19,669명","52,554명",326만원
양주덕정역DT,경기도 양주시 독바위로 35 (덕정동),37.83827084,127.0629792,29개,914만원,"62,853명","5,679명","12,409명",312만원
신림DT,서울특별시 관악구 남부순환로 1419 (신림동),37.480935,126.908407,74개,"1,217만원","107,655명","26,476명","45,731명",297만원
양주회정DT,경기도 양주시 평화로 1687 (회정동),37.83958361,127.0547041,2개,964만원,"14,965명","1,302명",465명,319만원
신정DT,서울특별시 양천구 신월로 341 (신정동),37.521993,126.858865,125개,"1,144만원","215,408명","29,942명","46,306명",331만원
과천DT,경기도 과천시 중앙로 277 (중앙동),37.43929087,126.9938133,4개,"1,607만원","28,881명","2,017명","11,588명",367만원
성남모란DT,경기도 성남시 중원구 둔촌대로 131 (성남동),37.42916075,127.1334431,83개,997만원,"195,712명","16,998명","21,963명",317만원
방화DT,서울특별시 강서구 방화대로 375 (방화동),37.57445683,126.8164881,57개,"1,414만원","93,641명","17,926명","43,511명",364만원
일산풍동DT,경기도 고양시 일산동구 백마로 475 (풍동),37.662091,126.8009,25개,"1,515만원","62,642명","6,836명","15,804명",337만원
신월동DT,서울특별시 양천구 남부순환로 319 (신월동),37.53829235,126.8271014,35개,"1,004만원","87,412명","15,087명","30,353명",313만원
신월IC DT,서울특별시 양천구 남부순환로 430 (신월동),37.52950243,126.8322023,35개,953만원,"66,622명","14,424명","36,352명",297만원
포천DT,경기도 포천시 호국로 925 (선단동),37.84841582,127.1618312,5개,"1,118만원","50,060명","2,582명","4,155명",324만원
김포공항DT,서울특별시 강서구 개화동로 517 (방화동),37.56627942,126.8060664,42개,"1,998만원","278,708명","15,037명","23,211명",361만원
고양대로DT,경기도 고양시 일산동구 고양대로 910 (풍동),37.677601,126.7961618,25개,"1,611만원","19,100명","3,639명","12,031명",334만원
일산애니골DT,경기도 고양시 일산동구 무궁화로 294 (풍동),37.67487449,126.7936439,28개,"1,868만원","51,034명","5,505명","18,420명",331만원
백석역DT,"경기도 고양시 일산동구 중앙로 1054, 1층 (백석동)",37.6439377,126.7873856,111개,"1,060만원","156,954명","26,878명","35,486명",332만원
부천원종DT,경기도 부천시 소사로 826 (원종동),37.52973395,126.8054511,37개,"1,054만원","65,883명","11,149명","27,192명",293만원
구로오류DT,서울특별시 구로구 서해안로 2233 (오류동),37.48812923,126.8344918,21개,"1,163만원","65,006명","6,597명","18,594명",320만원
안양석수DT,경기도 안양시 만안구 경수대로 1397 (석수동),37.4312614,126.9033382,8개,"1,280만원","84,834명","4,841명","13,282명",339만원
